player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year
3814,Samuel Eto&#039;o,14,765,3,2.36550603993237,1,1.0087512554600835,28,11,1,0,F M S,Everton,3,2.36550603993237,4.095035215839744,2.0122712198644876,2014
588,Leighton Baines,31,2775,2,2.9738168697804213,9,6.347046164795756,22,70,4,0,D M,Everton,0,0.6903103794902563,9.676735237240791,6.834206357598305,2014
589,James McCarthy,28,2416,2,1.4063433026894927,1,1.0400393884629011,19,16,7,0,M S,Everton,2,1.4063433026894927,8.401337254792452,6.607742246240377,2014
592,Ross Barkley,29,1967,2,3.76016119774431,2,2.569686012342572,51,33,1,0,F M S,Everton,2,2.9989923601970077,8.09089026413858,4.672089371830225,2014
593,Aaron Lennon,14,1073,2,1.1444888170808554,0,1.4462094977498055,7,15,2,0,F M S,Everton,2,1.1444888170808554,4.124987103044987,2.127899546176195,2014
891,Leon Osman,21,1262,2,2.71707103215158,2,1.5407476089894772,28,16,0,0,M S,Everton,2,2.71707103215158,6.00938605889678,3.7278637010604143,2014
586,John Stones,23,2046,1,0.2041568048298359,0,0.6552910339087248,7,4,1,0,D,Everton,1,0.2041568048298359,3.357924956828356,3.278604332357645,2014
601,Arouna Koné,12,611,1,1.128450907766819,1,0.7295572282746434,14,6,2,0,F S,Everton,1,1.128450907766819,2.423885926604271,1.0684824958443642,2014
994,Aiden McGeady,16,903,1,0.9916217662394047,2,2.2202509939670563,22,17,1,0,M S,Everton,1,0.9916217662394047,3.7169932033866644,1.2618899773806334,2014
584,Joel Robles,7,575,0,0,0,0,0,0,1,0,GK S,Everton,0,0,0.3928007734939456,0.3928007734939456,2014
590,Gareth Barry,33,2832,0,1.3597604697570205,2,1.6736183194443583,16,16,10,1,D M,Everton,0,1.3597604697570205,7.333153333514929,6.384344547986984,2014
598,Bryan Oviedo,6,306,0,0.059687052853405476,0,0.5360169569030404,3,3,3,0,D S,Everton,0,0.059687052853405476,0.11871134862303734,0.08170347474515438,2014
600,Tim Howard,32,2845,0,0,0,0.0194390919059515,0,1,3,0,GK,Everton,0,0,2.0985000412911177,2.079060969874263,2014
828,Sylvain Distin,13,1081,0,0.05637815222144127,0,0.09756062179803848,1,3,0,0,D S,Everton,0,0.05637815222144127,2.0827350430190563,2.0018786899745464,2014
908,Muhamed Besic,23,1293,0,0.4019688870757818,0,0.4497350510209799,18,8,8,0,M S,Everton,0,0.4019688870757818,2.2160526094958186,1.5080287382006645,2014
909,Brendan Galloway,2,175,0,0,0,0.09453743696212769,0,2,1,0,D,Everton,0,0,0.13886315003037453,0.08104076609015465,2014
921,Darron Gibson,9,406,0,0.2926195655018091,0,0.019342640414834023,10,2,0,0,M S,Everton,0,0.2926195655018091,1.506382631137967,1.2235537022352219,2014
924,Steven Pienaar,9,309,0,0.30018893629312515,2,0.3296654596924782,5,5,1,0,M S,Everton,0,0.30018893629312515,0.934077076613903,0.5224289149045944,2014
977,Tyias Browning,2,24,0,0,0,0.03256918489933014,0,1,0,0,S,Everton,0,0,0.06536708027124405,0.03279789537191391,2014
1031,Tony Hibbert,4,336,0,0.021160395815968513,0,0,1,0,0,0,D,Everton,0,0.021160395815968513,0.4514724165201187,0.43031202256679535,2014
2344,Christian Atsu,5,108,0,0.2264489084482193,1,1.3633009791374207,4,5,0,0,F S,Everton,0,0.2264489084482193,2.2576874494552612,1.234276831150055,2014
2588,Antolin Alcaraz,8,516,0,0.12005858682096004,0,0,2,0,1,1,D S,Everton,0,0.12005858682096004,1.5727775655686855,1.5727775655686855,2014
4437,Luke Garbutt,4,285,0,0.0591408796608448,0,0.20126074366271496,1,4,1,0,D S,Everton,0,0.0591408796608448,0.4716155044734478,0.3939608111977577,2014
841,Graziano Pellè,38,3291,12,18.616503284312785,2,4.481623747386038,123,43,6,0,F S,Southampton,12,18.616503284312785,24.785646935924888,5.598169405013323,2014
838,Sadio Mané,30,2142,10,8.553969949483871,3,3.982477756217122,60,40,5,0,F M S,Southampton,10,8.553969949483871,14.567276332527399,4.032990455627441,2014
839,Shane Long,32,1522,5,4.035826779901981,5,2.735771756619215,37,21,2,0,F M S,Southampton,5,4.035826779901981,9.551560491323471,3.2859599888324738,2014
551,Morgan Schneiderlin,26,2183,4,2.391752079129219,1,1.5581415556371212,31,20,5,1,M S,Southampton,4,2.391752079129219,8.423094525933266,7.155299138277769,2014
840,Dusan Tadic,31,2072,4,5.62757814489305,7,9.00442223995924,53,68,2,0,F M S,Southampton,3,4.10524046048522,18.353967137634754,7.7511625569313765,2014
836,Victor Wanyama,32,2367,3,1.723528876900673,1,0.9338348228484392,28,16,10,0,M S,Southampton,3,1.723528876900673,7.770369669422507,5.478044670075178,2014
603,Nathaniel Clyne,35,3148,2,0.9358649058267474,0,2.0856680162250996,19,22,4,0,D M,Southampton,2,0.9358649058267474,8.067472023889422,5.568604273721576,2014
712,Jack Cork,12,469,2,1.3527289107441902,0,0.3617242816835642,3,5,0,0,M S,Southampton,2,1.3527289107441902,4.839683122932911,3.9194012209773064,2014
835,Ryan Bertrand,34,3057,2,0.9820245895534754,2,3.7352899815887213,14,26,3,1,D M,Southampton,2,0.9820245895534754,11.75373169593513,8.784687332808971,2014
4367,Eljero Elia,16,798,2,0.7518643457442522,0,0.7144421879202127,15,11,2,0,F M S,Southampton,2,0.7518643457442522,1.7446698285639286,0.8644382171332836,2014
639,Toby Alderweireld,26,2264,1,0.9311113730072975,0,0.6971472688019276,18,7,3,0,D M,Southampton,1,0.9311113730072975,5.908180624246597,5.187421562150121,2014
843,James Ward-Prowse,25,1488,1,2.9425899162888527,6,3.9224654668942094,30,34,0,1,F M S,Southampton,0,2.1814210787415504,6.434095915406942,3.366638319566846,2014
845,Maya Yoshida,22,1688,1,1.7306076074019074,1,0.32619522511959076,10,4,3,0,D S,Southampton,1,1.7306076074019074,2.9328045565634966,2.563653198070824,2014
831,Fraser Forster,30,2623,0,0,0,0.01863747648894787,0,1,1,0,GK,Southampton,0,0,2.293366087600589,2.2747286166995764,2014
834,José Fonte,37,3330,0,1.3340500881895423,1,1.238559783436358,23,11,5,0,D,Southampton,0,1.3340500881895423,7.302143367007375,7.11665834672749,2014
883,Steven Davis,35,2668,0,3.1191515009850264,2,3.7022498166188598,30,49,3,0,M S,Southampton,0,3.1191515009850264,14.560726234689355,9.784430680796504,2014
884,Matt Targett,6,221,0,0.0355154424905777,0,0.03846359997987747,1,1,0,0,D S,Southampton,0,0.0355154424905777,0.936812193132937,0.936812193132937,2014
910,Harrison Reed,9,462,0,0.12033861503005028,0,0,4,0,0,0,M S,Southampton,0,0.12033861503005028,1.0006626211106777,0.9134049322456121,2014
952,Gastón Ramírez,1,22,0,0.11990143358707428,0,0,1,0,0,0,S,Southampton,0,0.11990143358707428,0.11990143358707428,0,2014
954,Kelvin Davis,7,617,0,0,0,0,0,0,0,0,GK S,Southampton,0,0,0.21326328814029694,0.21326328814029694,2014
973,Paulo Gazzaniga,2,180,0,0,0,0,0,0,0,0,GK,Southampton,0,0,0.4042690694332123,0.4042690694332123,2014
1049,Ryan Seager,1,1,0,0,0,0.07801131904125214,0,1,0,0,S,Southampton,0,0,0.07801131904125214,0,2014
1233,Filip Djuricic,9,313,0,0.4205703269690275,0,0.3222300633788109,7,5,1,0,F M S,Southampton,0,0.4205703269690275,1.2824907591566443,0.7111392812803388,2014
1755,Jake Hesketh,2,49,0,0.08380094170570374,0,0,2,0,1,0,M S,Southampton,0,0.08380094170570374,0.08380094170570374,0,2014
1761,Lloyd Isgrove,1,6,0,0,0,0,0,0,0,0,S,Southampton,0,0,0.05837573483586311,0.05837573483586311,2014
4405,Florin Gardos,11,572,0,0.02250410057604313,0,0.017950687557458878,1,1,1,0,D S,Southampton,0,0.02250410057604313,1.0331275016069412,1.0151768177747726,2014
4416,Jason McCarthy,1,2,0,0,0,0,0,0,0,0,S,Southampton,0,0,0,0,2014
4447,Dominic Gape,1,1,0,0,0,0,0,0,0,0,S,Southampton,0,0,0,0,2014
4491,Emmanuel Mayuka,5,39,0,0,0,0.012004399672150612,0,1,0,0,S,Southampton,0,0,0.03658183850347996,0.024577438831329346,2014
756,Leonardo Ulloa,37,2434,11,8.92391943745315,3,3.7919946145266294,49,36,3,0,F S,Leicester,9,7.401581762358546,9.963016773574054,2.509369350038469,2014
755,Jamie Vardy,34,2261,5,7.851606417447329,8,5.1826484482735395,48,35,5,0,F M S,Leicester,5,7.851606417447329,14.468460751697421,2.142568826675415,2014
1753,David Nugent,29,1685,5,6.229932998307049,2,1.8909174874424934,41,21,3,0,F M S,Leicester,4,4.70759526733309,7.812488311901689,2.336387704126537,2014
4440,Esteban Cambiasso,31,2432,5,2.480083841830492,1,1.938136932440102,29,37,1,0,M S,Leicester,5,2.480083841830492,7.089135630056262,4.195096199400723,2014
750,Riyad Mahrez,30,2091,4,4.923194452188909,3,6.056509282439947,63,44,0,0,M S,Leicester,4,4.923194452188909,11.149429438635707,3.296926638111472,2014
757,Jeffrey Schlupp,32,2557,3,2.299106224440038,2,1.5454933568835258,40,23,4,0,D M S,Leicester,3,2.299106224440038,7.155159743502736,3.824514277279377,2014
748,Wes Morgan,37,3293,2,2.281810495071113,2,0.9166034068912268,25,6,1,1,D,Leicester,2,2.281810495071113,2.8684940934181213,2.1298985704779625,2014
753,Marc Albrighton,18,1011,2,1.3866995386779308,3,3.8937354031950235,14,31,3,0,D M S,Leicester,2,1.3866995386779308,6.1032954165712,3.256589272990823,2014
784,Andy King,24,1366,2,2.0629129949957132,0,0.12908204458653927,14,5,1,0,M S,Leicester,2,2.0629129949957132,4.1143228728324175,2.8485569655895233,2014
956,Andrej Kramaric,13,569,2,2.063564505428076,0,0.6953198164701462,23,6,0,0,F S,Leicester,2,2.063564505428076,2.527539687231183,0.4108100663870573,2014
747,Robert Huth,14,1184,1,1.1736516328528523,0,0,16,0,2,0,D,Leicester,1,1.1736516328528523,0.9506206326186657,0.8520787507295609,2014
760,Marcin Wasilewski,25,1985,1,1.4217620082199574,1,0.8871924970299006,12,6,6,0,D S,Leicester,1,1.4217620082199574,2.425549349747598,1.9854072770103812,2014
4439,Paul Konchesky,26,2264,1,0.19415530003607273,1,0.5643996950238943,5,8,3,2,D,Leicester,1,0.19415530003607273,2.515885683707893,1.845767649821937,2014
4456,Chris Wood,7,91,1,0.7212270610034466,0,0,5,0,0,0,S,Leicester,1,0.7212270610034466,0.7489749602973461,0.08167064003646374,2014
745,Kasper Schmeichel,24,2160,0,0,0,0.07502736989408731,0,2,0,0,GK,Leicester,0,0,0.9568509506061673,0.942748156376183,2014
746,Danny Simpson,14,1186,0,0.04405909404158592,0,0.45624322071671486,2,4,4,0,D S,Leicester,0,0.04405909404158592,0.9332371689379215,0.8350169435143471,2014
752,Daniel Drinkwater,23,1476,0,0.5340879270806909,0,0.7189152580685914,15,9,1,0,M S,Leicester,0,0.5340879270806909,3.8957623704336584,3.2558152489364147,2014
758,Mark Schwarzer,6,540,0,0,0,0,0,0,0,0,GK,Leicester,0,0,0.010604619048535824,0.010604619048535824,2014
955,Ritchie de Laet,26,1881,0,0.04612213093787432,1,1.1547538172453642,4,12,3,0,D S,Leicester,0,0.04612213093787432,3.5829266887158155,2.842075888067484,2014
1072,Nick Powell,3,36,0,0.05132980411872268,0,0,2,0,0,0,S,Leicester,0,0.05132980411872268,0.05132980411872268,0,2014
1086,Dean Hammond,12,783,0,0.17877508886158466,0,0.14358846098184586,6,4,3,0,M S,Leicester,0,0.17877508886158466,1.2299334816634655,1.1204452831298113,2014
1759,Ben Hamer,8,720,0,0,0,0,0,0,0,0,GK,Leicester,0,0,0.3751887381076813,0.3751887381076813,2014
4438,Matt Upson,5,382,0,0.059688862413167953,0,0.028860168531537056,2,1,0,0,D,Leicester,0,0.059688862413167953,0.38632570020854473,0.38632570020854473,2014
4441,Matthew James,27,1884,0,1.7331528449431062,1,2.1965580601245165,27,37,2,1,M S,Leicester,0,1.7331528449431062,5.696064792573452,3.5342554338276386,2014
4461,Tom Lawrence,3,47,0,0.2336086705327034,0,0,3,0,0,0,S,Leicester,0,0.2336086705327034,0.2336086705327034,0,2014
4495,Liam Moore,11,934,0,0.7805146910250187,0,0.01133743952959776,4,1,4,0,D S,Leicester,0,0.7805146910250187,1.110407947562635,0.459401149302721,2014
4497,Anthony Knockaert,9,324,0,0.8844651840627193,0,0.16690009087324142,8,2,0,0,M S,Leicester,0,0.8844651840627193,1.1091596148908138,0.27695369347929955,2014
4532,Gary Taylor-Fletcher,1,16,0,0,0,0,0,0,0,0,S,Leicester,0,0,0,0,2014
811,Saido Berahino,38,2940,14,13.841753394342959,1,1.9616605211049318,86,28,2,0,F M S,West Bromwich Albion,10,10.797114790417254,11.907293939962983,2.4395576836541295,2014
1008,Brown Ideye,24,1286,4,3.9699375443160534,2,1.232260012999177,30,11,2,0,F S,West Bromwich Albion,4,3.9699375443160534,4.579364825040102,1.5735353119671345,2014
812,Craig Gardner,35,2697,3,3.3401153879240155,4,3.343790824059397,56,35,10,0,M S,West Bromwich Albion,3,3.3401153879240155,8.155048488639295,4.230649571865797,2014
818,Victor Anichebe,21,1019,3,1.8499112874269485,1,1.3315896019339561,25,18,0,0,F S,West Bromwich Albion,3,1.8499112874269485,3.206710208207369,1.0943199768662453,2014
804,Craig Dawson,29,2593,2,1.7655174881219864,0,0.30513646826148033,16,5,6,0,D,West Bromwich Albion,2,1.7655174881219864,3.116907238960266,2.870568037033081,2014
904,Chris Brunt,34,2901,2,2.0603711744770408,10,5.3615052960813046,33,50,5,0,D F M S,West Bromwich Albion,2,2.0603711744770408,6.6713234558701515,4.853268548846245,2014
990,James Morrison,33,2567,2,1.7436694828793406,1,3.099484246224165,30,37,3,0,M S,West Bromwich Albion,2,1.7436694828793406,8.344453550875187,6.145425917580724,2014
664,Joleon Lescott,34,3060,1,2.3966974206268787,2,0.5493255872279406,14,2,3,0,D,West Bromwich Albion,1,2.3966974206268787,3.8772265762090683,3.8772265762090683,2014
801,Graham Dorrans,21,1608,1,1.5093507310375571,3,2.6542459428310394,20,25,5,0,M S,West Bromwich Albion,1,0.7481818934902549,4.214195337146521,2.68415554612875,2014
805,Jonas Olsson,13,817,1,0.3695266395807266,0,0.7158548925071955,3,2,2,0,D S,West Bromwich Albion,1,0.3695266395807266,1.1940927719697356,1.1747847264632583,2014
806,Gareth McAuley,24,2071,1,1.1422004532068968,0,0.5258615501224995,8,3,2,1,D,West Bromwich Albion,1,1.1422004532068968,1.6611366588622332,1.6257792580872774,2014
809,Darren Fletcher,15,1350,1,0.41969900019466877,0,0.8426833841949701,9,12,2,0,M,West Bromwich Albion,1,0.41969900019466877,2.295991934835911,2.0379912592470646,2014
810,Stéphane Sessegnon,28,1768,1,2.128125825896859,3,2.781204780563712,29,32,5,0,F M S,West Bromwich Albion,1,2.128125825896859,8.531759060919285,3.946111673489213,2014
3829,Silvestre Varela,7,330,1,0.981028588488698,0,0.35915105883032084,10,6,1,0,M S,West Bromwich Albion,1,0.981028588488698,2.2558431830257177,0.9910140000283718,2014
797,Youssouf Mulumbu,17,900,0,0.4765350893139839,0,0.30071453750133514,12,5,1,1,M S,West Bromwich Albion,0,0.4765350893139839,1.863265287131071,1.71422628313303,2014
803,Ben Foster,28,2488,0,0,0,0,0,0,2,0,GK,West Bromwich Albion,0,0,1.0978938369080424,1.0978938369080424,2014
808,Claudio Yacob,20,1385,0,0.2537638368085027,0,0.10237559117376804,8,4,5,1,M S,West Bromwich Albion,0,0.2537638368085027,1.5811527222394943,1.352381719276309,2014
820,Boaz Myhill,11,932,0,0,0,0,0,0,1,0,GK S,West Bromwich Albion,0,0,0.5710180848836899,0.5710180848836899,2014
855,Cristian Gamboa,10,223,0,0.031017674133181572,1,0.22987520694732666,1,3,1,0,D S,West Bromwich Albion,0,0.031017674133181572,0.7136672921478748,0.560071436688304,2014
880,Callum McManaman,8,355,0,0.26528267562389374,1,0.685582235455513,4,7,1,0,F M S,West Bromwich Albion,0,0.26528267562389374,0.5664248690009117,0.1482192724943161,2014
893,Sébastien Pocognoli,15,1228,0,0.11279196478426456,0,1.1693170461803675,7,9,1,0,D,West Bromwich Albion,0,0.11279196478426456,2.0024184212088585,1.321126364171505,2014
894,Andre Wisdom,24,1971,0,0.34310714434832335,1,0.49877443443983793,3,9,1,0,D S,West Bromwich Albion,0,0.34310714434832335,5.626686833798885,5.097016267478466,2014
4389,Chris Baird,19,802,0,0.1287390310317278,0,0.26984634436666965,4,5,2,0,D M S,West Bromwich Albion,0,0.1287390310317278,1.809513097628951,1.6776535417884588,2014
4479,Jason Davidson,2,101,0,0,0,0.052400801330804825,0,1,0,0,D S,West Bromwich Albion,0,0,0.052400801330804825,0,2014
4499,Georgios Samaras,5,59,0,0.06833770871162415,0,0,1,0,0,0,S,West Bromwich Albion,0,0.06833770871162415,0.5662085935473442,0.49787088483572006,2014
4505,Sebastián Blanco,3,30,0,0.03985520638525486,0,0,2,0,1,0,S,West Bromwich Albion,0,0.03985520638525486,0.03985520638525486,0,2014
519,Connor Wickham,36,2782,5,7.663333743810654,1,1.7667257795110345,83,21,8,0,F M S,Sunderland,5,7.663333743810654,12.30491459555924,4.778484398499131,2014
930,Steven Fletcher,30,1782,5,6.642455920577049,2,2.0515788961201906,37,17,4,0,F M S,Sunderland,5,6.642455920577049,9.389526054263115,2.307069686241448,2014
735,Jermain Defoe,17,1468,4,4.020909581333399,0,1.260544329881668,34,13,1,0,F M,Sunderland,4,4.020909581333399,7.368556208908558,2.511991862207651,2014
929,Adam Johnson,32,2085,4,3.2225706931203604,1,3.918955043889582,25,39,2,0,F M S,Sunderland,3,2.461401855573058,7.580855485983193,4.618605230003595,2014
931,Jordi Gómez,29,1952,4,3.721912106499076,2,1.7920808214694262,31,23,7,0,M S,Sunderland,1,1.4384055938571692,6.745259866118431,4.437606098130345,2014
733,Jack Rodwell,23,1483,3,2.482021426782012,0,0.27516839653253555,30,4,5,0,M S,Sunderland,3,2.482021426782012,5.963927052915096,4.823791150934994,2014
740,Sebastian Larsson,36,3079,3,2.721916640177369,3,3.486307787708938,45,58,10,0,M,Sunderland,3,2.721916640177369,8.626350525766611,5.843437802046537,2014
738,Lee Cattermole,28,2367,1,0.23088713362812996,0,1.0550352148711681,10,12,14,0,M S,Sunderland,1,0.23088713362812996,5.422041391953826,4.694635942578316,2014
932,Danny Graham,14,620,1,1.1095582954585552,0,0.17699605785310268,10,6,0,0,F M S,Sunderland,1,1.1095582954585552,1.5528000332415104,0.39766261726617813,2014
580,Costel Pantilimon,28,2520,0,0,0,0,0,0,2,0,GK,Sunderland,0,0,0.558052490465343,0.558052490465343,2014
726,Vito Mannone,10,900,0,0,0,0.043176062405109406,0,1,0,0,GK,Sunderland,0,0,0.6401904504746199,0.5970143880695105,2014
729,John O&#039;Shea,37,3270,0,0.5788785740733147,0,0.3453487306833267,7,6,4,0,D,Sunderland,0,0.5788785740733147,4.325417101383209,4.2413303181529045,2014
730,Patrick van Aanholt,28,2301,0,1.3164320960640907,5,4.810573283582926,30,35,4,0,D M S,Sunderland,0,1.3164320960640907,9.270665921270847,5.968418696895242,2014
742,Billy Jones,14,1257,0,0.5008381772786379,0,0.7923547485843301,4,6,7,0,D M,Sunderland,0,0.5008381772786379,3.857363848015666,2.7196773421019316,2014
912,Mikael Mandron,1,2,0,0.10869960486888885,0,0,1,0,0,0,S,Sunderland,0,0.10869960486888885,0.10869960486888885,0,2014
927,Sebastián Coates,10,821,0,0.36513190902769566,0,0.063058041036129,7,2,1,0,D S,Sunderland,0,0.36513190902769566,1.1237658746540546,1.1051173992455006,2014
928,Wes Brown,25,1998,0,0.2678195647895336,0,0.2529221624135971,4,5,5,1,D S,Sunderland,0,0.2678195647895336,1.4911851473152637,1.35969839990139,2014
968,Liam Bridcutt,18,889,0,0.05484146811068058,2,0.7365253120660782,4,9,6,1,M S,Sunderland,0,0.05484146811068058,4.408938057720661,3.771486750803888,2014
1033,Emanuele Giaccherini,8,292,0,0.334447018802166,0,0.5553949195891619,8,10,2,0,M S,Sunderland,0,0.334447018802166,0.9628255814313889,0.33459085784852505,2014
1231,Ricardo Álvarez,13,490,0,0.2926670368760824,0,0.7517006751149893,10,7,3,0,M S,Sunderland,0,0.2926670368760824,2.645040489733219,1.7082550749182701,2014
2192,Santiago Vergini,31,2638,0,1.0927719892933965,0,0.15615575294941664,13,5,6,0,D S,Sunderland,0,1.0927719892933965,3.385348066687584,2.7836810406297445,2014
4388,Anthony Réveillere,16,1328,0,0.082649214193224907,1,0.9263476198539138,4,10,0,0,D S,Sunderland,0,0.082649214193224907,3.2864036774262786,2.3480351641774178,2014
4473,William Buckley,22,858,0,0.1758511420339346,2,1.4605558142066002,3,12,2,0,F M S,Sunderland,0,0.1758511420339346,2.875658728182316,1.9490570919588208,2014
4493,Jozy Altidore,11,289,0,0.35415724851191044,0,0.04603661224246025,7,3,0,0,F S,Sunderland,0,0.35415724851191044,0.49266755301505327,0.09247368946671486,2014
4530,Valentin Roberge,1,90,0,0.2825593948364258,0,0,1,0,1,0,D,Sunderland,0,0.2825593948364258,0,0,2014
882,Glenn Murray,17,859,7,9.534016601741314,3,1.5268458230420947,38,7,3,1,F S,Crystal Palace,6,8.011715702712536,5.48577272053808,0.8191248010843992,2014
514,Jason Puncheon,37,2823,6,2.7942801611498,7,5.30593179538846,65,65,7,1,F M S,Crystal Palace,6,2.7942801611498,8.855646732263267,4.623076220043004,2014
515,Mile Jedinak,24,2092,5,3.902254626620561,3,0.9916828358545899,31,14,3,1,M,Crystal Palace,2,1.6187480636872351,3.5401348993182182,2.9935822002589703,2014
743,Dwight Gayle,25,1069,5,5.163298174738884,1,0.766508536413312,30,16,1,0,F M S,Crystal Palace,4,4.402129277586937,3.3746634889394045,0.8092568069696426,2014
518,Yannick Bolasie,34,2788,4,4.837671763263643,6,5.125396749004722,69,46,3,0,F M S,Crystal Palace,4,4.837671763263643,11.88829618319869,3.0934827718883753,2014
522,Wilfried Zaha,31,1989,4,4.761631336063147,2,2.1885991133749485,40,14,1,0,F M S,Crystal Palace,4,4.761631336063147,6.59307062253356,2.300881713628769,2014
634,Fraizer Campbell,20,1187,4,4.2211359813809395,0,0.46638403460383415,25,8,5,0,F M S,Crystal Palace,4,4.2211359813809395,3.951981191523373,0.7666492015123367,2014
